,Unnamed: 0,year,rank,song,artist
3930,3930,1999,32,Thank U,Alanis Morissette
3931,3931,1999,33,Touch It,Monifah
3932,3932,1999,34,Inside Out,Eve 6
3933,3933,1999,35,(God Must Have Spent) A Little More Time On You,'N Sync
3934,3934,1999,36,Angel Of Mine,Monica
3935,3935,1999,37,One Week,Barenaked Ladies
3936,3936,1999,38,Hard Knock Life (Ghetto Anthem),JAY-Z
3937,3937,1999,39,Too Close,Next
3938,3938,1999,40,Hold Me,Brian McKnight Featuring Tone & Kobe Bryant
3939,3939,1999,41,All The Places (I Will Kiss You),Aaron Hall
3940,3940,1999,42,You're Beginning To Get To Me,Clay Walker
3941,3941,1999,43,The Power Of Good-Bye,Madonna
3942,3942,1999,44,Changes,2Pac
3943,3943,1999,45,There You Have It,BlackHawk
3944,3944,1999,46,Someone You Used To Know,Collin Raye
3945,3945,1999,47,Are You That Somebody?,Aaliyah
3946,3946,1999,48,Wrong Again,Martina McBride
3947,3947,1999,49,You're Easy On The Eyes,Terri Clark
3948,3948,1999,50,You Get What You Give,New Radicals
3949,3949,1999,51,Right On The Money,Alan Jackson
3950,3950,1999,52,Fly Away,Lenny Kravitz
3951,3951,1999,53,For You I Will,Aaron Tippin
3952,3952,1999,54,No Place That Far,Sara Evans
3953,3953,1999,55,"Spirit Of A Boy, Wisdom Of A Man",Randy Travis
3954,3954,1999,56,Come And Get With Me,Keith Sweat Featuring Snoop Dogg
3955,3955,1999,57,Pretty Fly (For A White Guy),The Offspring
3956,3956,1999,58,Believe,Cher
3957,3957,1999,59,Rosa Parks,OutKast
3958,3958,1999,60,Husbands And Wives,Brooks & Dunn
3959,3959,1999,61,For A Little While,Tim McGraw
3960,3960,1999,62,Let Me Let Go,Faith Hill
3961,3961,1999,63,Stand Beside Me,Jo Dee Messina
3962,3962,1999,64,When You Believe,Whitney Houston & Mariah Carey
3963,3963,1999,65,Hold On To Me,John Michael Montgomery
3964,3964,1999,66,It's All Been Done,Barenaked Ladies
3965,3965,1999,67,Sweetest Thing,U2
3966,3966,1999,68,Fly (The Angel Song),The Wilkinsons
3967,3967,1999,69,Wherever You Go,Voices Of Theory
3968,3968,1999,70,When A Woman's Fed Up,R. Kelly
3969,3969,1999,71,Wrong Night,Reba
3970,3970,1999,72,Unbelievable,Diamond Rio
3971,3971,1999,73,Westside,TQ
3972,3972,1999,74,It's The Things You Do,Five
3973,3973,1999,75,What It's Like,Everlast
3974,3974,1999,76,Back 2 Good,matchbox 20
3975,3975,1999,77,Heartbreak Hotel,Whitney Houston Feat. Faith Evans & Kelly Price
3976,3976,1999,78,Wide Open Spaces,Dixie Chicks
3977,3977,1999,79,"Luv Me, Luv Me",Shaggy Featuring Janet
3978,3978,1999,80,The Chanukah Song,Adam Sandler
3979,3979,1999,81,Angel In Disguise,Brandy
3980,3980,1999,82,I Don't Want To Miss A Thing,Aerosmith
3981,3981,1999,83,Father Of Mine,Everclear
3982,3982,1999,84,Never There,Cake
3983,3983,1999,85,It Must Be Love,Ty Herndon
3984,3984,1999,86,Faded Pictures,Case & Joe
3985,3985,1999,87,Home Alone,R. Kelly Featuring Keith Murray
3986,3986,1999,88,Hooch,Everything
3987,3987,1999,89,We Really Shouldn't Be Doing This,George Strait
3988,3988,1999,90,Fire Escape,Fastball
3989,3989,1999,91,My Little Secret,Xscape
3990,3990,1999,92,Don't Laugh At Me,Mark Wills
3991,3991,1999,93,Celebrity Skin,Hole
3992,3992,1999,94,Can't Get Enough,Willie Max Featuring Raphael Saadiq
3993,3993,1999,95,Talk Show Shhh!,Shae Jones
3994,3994,1999,96,How Do You Fall In Love,Alabama
3995,3995,1999,97,A Bitter End,Deryl Dodd
3996,3996,1999,98,A Little Past Little Rock,Lee Ann Womack
3997,3997,1999,99,Lean On Me,"Kirk Franklin Featuring Mary J. Blige, Bono, R. Kelly, Crystal Lewis & The Family"
3998,3998,1999,100,It's Your Song,Garth Brooks
3999,3999,2000,1,Smooth,Santana Featuring Rob Thomas
4000,4000,2000,2,Back At One,Brian McKnight
4001,4001,2000,3,I Wanna Love You Forever,Jessica Simpson
4002,4002,2000,4,My Love Is Your Love,Whitney Houston
4003,4003,2000,5,I Knew I Loved You,Savage Garden
4004,4004,2000,6,I Need To Know,Marc Anthony
4005,4005,2000,7,Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip"
4006,4006,2000,8,U Know What's Up,Donell Jones
4007,4007,2000,9,Bring It All To Me,Blaque
4008,4008,2000,10,Girl On TV,LFO
4009,4009,2000,11,What A Girl Wants,Christina Aguilera
4010,4010,2000,12,24/7,Kevon Edmonds
4011,4011,2000,13,Blue (Da Ba Dee),Eiffel 65
4012,4012,2000,14,Then The Morning Comes,Smash Mouth
4013,4013,2000,15,He Can't Love U,Jagged Edge
4014,4014,2000,16,Waiting For Tonight,Jennifer Lopez
4015,4015,2000,17,That's The Way It Is,Celine Dion
4016,4016,2000,18,The Christmas Song (Chestnuts Roasting On An Open Fire),Christina Aguilera
4017,4017,2000,19,Dancin',Guy
4018,4018,2000,20,Steal My Sunshine,Len
4019,4019,2000,21,Get It On Tonite,Montell Jordan
4020,4020,2000,22,Learn To Fly,Foo Fighters
4021,4021,2000,23,Big Deal,LeAnn Rimes
4022,4022,2000,24,Meet Virginia,Train
4023,4023,2000,25,Unpretty,TLC
4024,4024,2000,26,Breathe,Faith Hill
4025,4025,2000,27,Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne
4026,4026,2000,28,"4, 5, 6",Sole Featuring JT Money & Kandi
4027,4027,2000,29,Stay The Night,IMx
4028,4028,2000,30,Don't Say You Love Me,M2M
4029,4029,2000,31,Where My Girls At?,702
4030,4030,2000,32,Mambo No. 5 (A Little Bit Of...),Lou Bega
4031,4031,2000,33,Hanginaround,Counting Crows
4032,4032,2000,34,Take A Picture,Filter
4033,4033,2000,35,Get Gone,Ideal
4034,4034,2000,36,Someday,Sugar Ray
4035,4035,2000,37,He Didn't Have To Be,Brad Paisley
4036,4036,2000,38,Got Your Money,Ol' Dirty Bastard Featuring Kelis
4037,4037,2000,39,Shake Your Bon-Bon,Ricky Martin
4038,4038,2000,40,If You Love Me,Mint Condition
4039,4039,2000,41,Black Balloon,Goo Goo Dolls
4040,4040,2000,42,Rhythm Divine,Enrique Iglesias
4041,4041,2000,43,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees
4042,4042,2000,44,Satisfy You,Puff Daddy Featuring R. Kelly
4043,4043,2000,45,Amazed,Lonestar
4044,4044,2000,46,What Do You Say,Reba
4045,4045,2000,47,You Can Do It,Ice Cube Featuring Mack 10 & Ms. Toi
4046,4046,2000,48,Cowboy Take Me Away,Dixie Chicks
4047,4047,2000,49,When I Said I Do,Clint Black
4048,4048,2000,50,My Best Friend,Tim McGraw
4049,4049,2000,51,Got To Get It,Sisqo Featuring Make It Hot
4050,4050,2000,52,All The Small Things,Blink-182
4051,4051,2000,53,This Gift,98 Degrees
4052,4052,2000,54,Auld Lang Syne,Kenny G
4053,4053,2000,55,Angels,Robbie Williams
4054,4054,2000,56,Say My Name,Destiny's Child
4055,4055,2000,57,Pop A Top,Alan Jackson
4056,4056,2000,58,Caught Out There,Kelis
4057,4057,2000,59,15 Minutes,Marc Nelson
4058,4058,2000,60,Heartbreaker,Mariah Carey Featuring Jay-Z
4059,4059,2000,61,Higher,Creed
4060,4060,2000,62,Bling Bling,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne"
4061,4061,2000,63,Will 2K,Will Smith Featuring K-Ci
4062,4062,2000,64,Deep Inside,Mary J. Blige
4063,4063,2000,65,All Things Considered,Yankee Grey
4064,4064,2000,66,I Love You,Martina McBride
4065,4065,2000,67,Sexual (Li Da Di),Amber
4066,4066,2000,68,None Of Ur Friends Business,Ginuwine
4067,4067,2000,69,Deck The Halls,SHeDAISY
4068,4068,2000,70,Left & Right,D'Angelo Featuring Method Man And Redman
4069,4069,2000,71,Smile,Lonestar
4070,4070,2000,72,The Great Beyond,R.E.M.
4071,4071,2000,73,Bug A Boo,Destiny's Child
4072,4072,2000,74,Show Me The Meaning Of Being Lonely,Backstreet Boys
4073,4073,2000,75,We Can't Be Friends,Deborah Cox With R.L.
4074,4074,2000,76,(You Drive Me) Crazy,Britney Spears
4075,4075,2000,77,One Night Stand,J-Shin Featuring LaTocha Scott
4076,4076,2000,78,N 2 Gether Now,Limp Bizkit Featuring Method Man
4077,4077,2000,79,No More Rain (In This Cloud),Angie Stone
4078,4078,2000,80,Home To You,John Michael Montgomery
4079,4079,2000,81,The Chemicals Between Us,Bush
4080,4080,2000,82,Tha Block Is Hot,Lil' Wayne Featuring Juvenile & B.G.
4081,4081,2000,83,Guerrilla Radio,Rage Against The Machine
4082,4082,2000,84,"Live, Laugh, Love",Clay Walker
4083,4083,2000,85,Notorious B.I.G.,The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim
4084,4084,2000,86,She Thinks My Tractor's Sexy,Kenny Chesney
4085,4085,2000,87,Larger Than Life,Backstreet Boys
4086,4086,2000,88,There She Goes,Sixpence None The Richer
4087,4087,2000,89,The Greatest Romance Ever Sold,Prince
4088,4088,2000,90,The Rockafeller Skank,Fatboy Slim
4089,4089,2000,91,Give You What You Want (Fa Sure),Chico DeBarge
4090,4090,2000,92,Music Of My Heart,'N Sync & Gloria Estefan
4091,4091,2000,93,A Country Boy Can Survive (Y2K Version),Chad Brock With Hank Williams Jr. & George Jones
4092,4092,2000,94,I Wanna Know,Joe
4093,4093,2000,95,Re-arranged,Limp Bizkit
4094,4094,2000,96,L.A. Song,Beth Hart
4095,4095,2000,97,Gotta Man,Eve
4096,4096,2000,98,The Quittin' Kind,Joe Diffie
4097,4097,2000,99,Steam,Ty Herndon
4098,4098,2000,100,NAStradamus,Nas
4099,4099,2001,1,Independent Women Part I,Destiny's Child
4100,4100,2001,2,He Loves U Not,Dream
4101,4101,2001,3,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent"
4102,4102,2001,4,Case Of The Ex (Whatcha Gonna Do),Mya
4103,4103,2001,5,With Arms Wide Open,Creed
4104,4104,2001,6,Ms. Jackson,OutKast
4105,4105,2001,7,The Way You Love Me,Faith Hill
4106,4106,2001,8,Dance With Me,Debelah Morgan
4107,4107,2001,9,If You're Gone,matchbox twenty
4108,4108,2001,10,Liquid Dreams,O-Town
4109,4109,2001,11,This I Promise You,'N Sync
4110,4110,2001,12,I Just Wanna Love U (Give It 2 Me),JAY-Z
4111,4111,2001,13,Again,Lenny Kravitz
4112,4112,2001,14,Love Don't Cost A Thing,Jennifer Lopez
4113,4113,2001,15,Kryptonite,3 Doors Down
4114,4114,2001,16,Most Girls,P!nk
4115,4115,2001,17,Gotta Tell You,Samantha Mumba
4116,4116,2001,18,I Wish,R. Kelly
4117,4117,2001,19,E.I.,Nelly
4118,4118,2001,20,Pinch Me,Barenaked Ladies
4119,4119,2001,21,Crazy For This Girl,Evan And Jaron
4120,4120,2001,22,Stronger,Britney Spears
4121,4121,2001,23,Danger (Been So Long),Mystikal Featuring Nivea
4122,4122,2001,24,What's Your Fantasy,Ludacris Featuring Shawnna
4123,4123,2001,25,So In Love With Two,Mikaila
4124,4124,2001,26,Don't Tell Me,Madonna
4125,4125,2001,27,Music,Madonna
4126,4126,2001,28,Beautiful Day,U2
4127,4127,2001,29,Shape Of My Heart,Backstreet Boys
4128,4128,2001,30,Between Me And You,Ja Rule Featuring Christina Milian
4129,4129,2001,31,My First Love,Avant Featuring KeKe Wyatt
4130,4130,2001,32,Crazy,K-Ci & JoJo
4131,4131,2001,33,Bow Wow (That's My Name),Lil Bow Wow
4132,4132,2001,34,Hemorrhage (In My Hands),Fuel
4133,4133,2001,35,Just Friends (Sunny),Musiq
4134,4134,2001,36,Don't Think I'm Not,Kandi
4135,4135,2001,37,South Side,Moby Featuring Gwen Stefani
4136,4136,2001,38,Bent,matchbox twenty
4137,4137,2001,39,Mamacita,Public Announcement
4138,4138,2001,40,My Next Thirty Years,Tim McGraw
4139,4139,2001,41,No More (Baby I'ma Do Right),3LW
4140,4140,2001,42,The Christmas Shoes,NewSong
4141,4141,2001,43,My Everything,98 Degrees
4142,4142,2001,44,Without You,Dixie Chicks
4143,4143,2001,45,I Lost It,Kenny Chesney
4144,4144,2001,46,Born To Fly,Sara Evans
4145,4145,2001,47,Project Chick,Cash Money Millionaires
4146,4146,2001,48,You're A God,Vertical Horizon
4147,4147,2001,49,Best Of Intentions,Travis Tritt
4148,4148,2001,50,Promise,Jagged Edge
4149,4149,2001,51,One Woman Man,Dave Hollister
4150,4150,2001,52,Put It On Me,Ja Rule Featuring Lil' Mo & Vita
4151,4151,2001,53,Emotional,Carl Thomas
4152,4152,2001,54,She Bangs,Ricky Martin
4153,4153,2001,55,We Danced,Brad Paisley
4154,4154,2001,56,Tell Her,Lonestar
4155,4155,2001,57,Angel,Shaggy Featuring Rayvon
4156,4156,2001,58,The Itch,Vitamin C
4157,4157,2001,59,Loser,3 Doors Down
4158,4158,2001,60,It's Over Now,112
4159,4159,2001,61,911,Wyclef Jean Featuring Mary J. Blige
4160,4160,2001,62,Just Another Day In Paradise,Phil Vassar
4161,4161,2001,63,Oklahoma,Billy Gilman
4162,4162,2001,64,Babylon,David Gray
4163,4163,2001,65,Where Are You Christmas?,Faith Hill
4164,4164,2001,66,Ashes By Now,Lee Ann Womack
4165,4165,2001,67,Still On Your Side,BBMak
4166,4166,2001,68,You Make Me Sick,P!nk
4167,4167,2001,69,www.memory,Alan Jackson
4168,4168,2001,70,Stan,Eminem Featuring Dido
4169,4169,2001,71,Is That Your Chick,Memphis Bleek Featuring Jay-Z & Missy Elliott
4170,4170,2001,72,Burn,Jo Dee Messina
4171,4171,2001,73,Stutter,Joe Featuring Mystikal
4172,4172,2001,74,Rollin',Limp Bizkit
4173,4173,2001,75,Butterfly,Crazy Town
4174,4174,2001,76,X,Xzibit
4175,4175,2001,77,There Is No Arizona,Jamie O'Neal
4176,4176,2001,78,Could It Be,Jaheim
4177,4177,2001,79,Can't Fight The Moonlight,LeAnn Rimes
4178,4178,2001,80,Thank You In Advance,Boyz II Men
4179,4179,2001,81,Wild Horses,Garth Brooks
4180,4180,2001,82,But For The Grace Of God,Keith Urban
4181,4181,2001,83,The Little Girl,John Michael Montgomery
4182,4182,2001,84,Meanwhile Back At The Ranch,The Clark Family Experience
4183,4183,2001,85,You Shouldn't Kiss Me Like This,Toby Keith
4184,4184,2001,86,Liar,Profyle
4185,4185,2001,87,This Everyday Love,Rascal Flatts
4186,4186,2001,88,Oh No,Mos Def & Pharoahe Monch Featuring Nate Dogg
4187,4187,2001,89,Open My Heart,Yolanda Adams
4188,4188,2001,90,You Should've Told Me,Kelly Price
4189,4189,2001,91,Original Prankster,The Offspring
4190,4190,2001,92,Girls Dem Sugar,Beenie Man Featuring Mya
4191,4191,2001,93,Bouncing Off The Ceiling (Upside Down),A*Teens
4192,4192,2001,94,My Baby You,Marc Anthony
4193,4193,2001,95,Lady (Hear Me Tonight),Modjo
4194,4194,2001,96,A Little Gasoline,Terri Clark
4195,4195,2001,97,Cha-Cha Slide,Mr. C The Slide Man
4196,4196,2001,98,I Know,Sunday
4197,4197,2001,99,Kiss This,Aaron Tippin
4198,4198,2001,100,All Good?,De La Soul Featuring Chaka Khan
4199,4199,2002,1,How You Remind Me,Nickelback
4200,4200,2002,2,U Got It Bad,Usher
4201,4201,2002,3,Family Affair,Mary J. Blige
4202,4202,2002,4,Get The Party Started,P!nk
4203,4203,2002,5,Always On Time,Ja Rule Featuring Ashanti
4204,4204,2002,6,My Sacrifice,Creed
4205,4205,2002,7,"Whenever, Wherever",Shakira
4206,4206,2002,8,Hero,Enrique Iglesias
4207,4207,2002,9,Differences,Ginuwine
4208,4208,2002,10,A Woman's Worth,Alicia Keys
4209,4209,2002,11,Livin' It Up,Ja Rule Featuring Case
4210,4210,2002,12,Gone,'N Sync
4211,4211,2002,13,Wherever You Will Go,The Calling
4212,4212,2002,14,Rock The Boat,Aaliyah
4213,4213,2002,15,In The End,Linkin Park
4214,4214,2002,16,I Do!!,Toya
4215,4215,2002,17,Turn Off The Light,Nelly Furtado
4216,4216,2002,18,We Thuggin',Fat Joe Featuring R. Kelly
4217,4217,2002,19,Butterflies,Michael Jackson
4218,4218,2002,20,Hey Baby,No Doubt Featuring Bounty Killer
4219,4219,2002,21,Superman (It's Not Easy),Five For Fighting
4220,4220,2002,22,Caramel,City High Featuring Eve
4221,4221,2002,23,Only Time,Enya
4222,4222,2002,24,Where The Stars And Stripes And The Eagle Fly,Aaron Tippin
4223,4223,2002,25,#1,Nelly
4224,4224,2002,26,I'm Real,Jennifer Lopez Featuring Ja Rule
4225,4225,2002,27,7 Days,Craig David
4226,4226,2002,28,Roll Out (My Business),Ludacris
4227,4227,2002,29,Fallin',Alicia Keys
4228,4228,2002,30,Break Ya Neck,Busta Rhymes
4229,4229,2002,31,Son Of A Gun,"Janet Featuring Missy Elliott, P. Diddy & Carly Simon"
4230,4230,2002,32,Emotion,Destiny's Child
4231,4231,2002,33,It's Been Awhile,Staind
4232,4232,2002,34,Standing Still,Jewel
4233,4233,2002,35,"Lights, Camera, Action!",Mr. Cheeks
4234,4234,2002,36,Dig In,Lenny Kravitz
4235,4235,2002,37,Hanging By A Moment,Lifehouse
4236,4236,2002,38,Where Were You (When The World Stopped Turning),Alan Jackson
4237,4237,2002,39,The Whole World,OutKast Featuring Killer Mike
4238,4238,2002,40,Bouncin' Back (Bumpin' Me Against The Wall),Mystikal
4239,4239,2002,41,Alive,P.O.D.
4240,4240,2002,42,Drops Of Jupiter (Tell Me),Train
4241,4241,2002,43,Uh Huh,B2K
4242,4242,2002,44,I Wanna Talk About Me,Toby Keith
4243,4243,2002,45,Good Morning Beautiful,Steve Holy
4244,4244,2002,46,Run,George Strait
4245,4245,2002,47,Blurry,Puddle Of Mudd
4246,4246,2002,48,No More Drama,Mary J. Blige
4247,4247,2002,49,Can't Fight The Moonlight,LeAnn Rimes
4248,4248,2002,50,Take Away,"Missy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet"
4249,4249,2002,51,The World's Greatest,R. Kelly
4250,4250,2002,52,Brotha,Angie Stone
4251,4251,2002,53,Ain't It Funny,Jennifer Lopez Featuring Ja Rule
4252,4252,2002,54,You Gets No Love,Faith Evans
4253,4253,2002,55,Young'n (Holla Back),Fabolous
4254,4254,2002,56,I'm Tryin',Trace Adkins
4255,4255,2002,57,Lifetime,Maxwell
4256,4256,2002,58,Welcome To Atlanta,Jermaine Dupri & Ludacris
4257,4257,2002,59,Wrapped Around,Brad Paisley
4258,4258,2002,60,Wrapped Up In You,Garth Brooks
4259,4259,2002,61,Riding With Private Malone,David Ball
4260,4260,2002,62,Round And Round,Jonell & Method Man
4261,4261,2002,63,Wish You Were Here,Incubus
4262,4262,2002,64,Everywhere,Michelle Branch
4263,4263,2002,65,From Her Mama (Mama Got A**),Juvenile
4264,4264,2002,66,"Girls, Girls, Girls",JAY-Z
4265,4265,2002,67,Goodbye,Jagged Edge
4266,4266,2002,68,Let's Stay Home Tonight,Joe
4267,4267,2002,69,Don't You Forget It,Glenn Lewis
4268,4268,2002,70,Bring On The Rain,Jo Dee Messina With Tim McGraw
4269,4269,2002,71,Fade,Staind
4270,4270,2002,72,Part II,Method Man & Redman
4271,4271,2002,73,AM To PM,Christina Milian
4272,4272,2002,74,Dance With Me,112
4273,4273,2002,75,Nothing In This World,KeKe Wyatt Featuring Avant
4274,4274,2002,76,Chop Suey,System Of A Down
4275,4275,2002,77,Defy You,The Offspring
4276,4276,2002,78,Wasting My Time,Default
4277,4277,2002,79,The Long Goodbye,Brooks & Dunn
4278,4278,2002,80,The Star Spangled Banner,Whitney Houston
4279,4279,2002,81,God Bless The USA,Lee Greenwood
4280,4280,2002,82,Stuck In A Moment You Can't Get Out Of,U2
4281,4281,2002,83,Smooth Criminal,Alien Ant Farm
4282,4282,2002,84,I'm A Slave 4 U,Britney Spears
4283,4283,2002,85,Love Of A Woman,Travis Tritt
4284,4284,2002,86,Control,Puddle Of Mudd
